zcta,census_B01001_001E,census_B19013_001E,census_S2701_C03_001E,census_S2701_C05_001E,cdc_totalpopulation,cdc_access2_crudeprev,cdc_checkup_crudeprev,cdc_dental_crudeprev,cdc_arthritis_crudeprev,cdc_bphigh_crudeprev,cdc_cancer_crudeprev,cdc_casthma_crudeprev,cdc_chd_crudeprev,cdc_copd_crudeprev,cdc_depression_crudeprev,cdc_diabetes_crudeprev,cdc_highchol_crudeprev,cdc_kidney_crudeprev,cdc_obesity_crudeprev,cdc_stroke_crudeprev,cdc_ghlth_crudeprev,cdc_mhlth_crudeprev,cdc_phlth_crudeprev,npi_total_providers,npi_individual_providers,npi_organization_providers,Z_census_B01001_001E,Z_census_B19013_001E,Z_census_S2701_C03_001E,Z_census_S2701_C05_001E,Z_cdc_arthritis_crudeprev,Z_cdc_bphigh_crudeprev,Z_cdc_cancer_crudeprev,Z_cdc_casthma_crudeprev,Z_cdc_chd_crudeprev,Z_cdc_copd_crudeprev,Z_cdc_depression_crudeprev,Z_cdc_diabetes_crudeprev,Z_cdc_highchol_crudeprev,Z_cdc_kidney_crudeprev,Z_cdc_obesity_crudeprev,Z_cdc_stroke_crudeprev,Z_cdc_ghlth_crudeprev,Z_cdc_mhlth_crudeprev,Z_cdc_phlth_crudeprev,Z_cdc_access2_crudeprev,Z_cdc_checkup_crudeprev,Z_cdc_dental_crudeprev,Z_npi_total_providers,Z_npi_individual_providers,Z_npi_organization_providers
85305,16471,99565,83.6,16.4,10822,13.5,64.6,62.3,16.0,21.9,4.2,10.1,3.3,4.1,19.7,7.3,28.1,2.2,30.1,1.9,13.1,17.8,9.2,97.0,51.0,46.0,0.165969,0.387024,0.45583,0.54417,0.129577,0.120448,0.096154,0.290323,0.064,0.111111,0.558824,0.178295,0.193662,0.076923,0.345679,0.090909,0.220833,0.526316,0.180451,0.300613,0.121212,0.612403,0.334601,0.268571,0.37069
85306,24696,82060,92.8,7.2,24191,10.7,67.7,61.4,22.7,28.0,6.5,10.6,5.3,6.3,21.2,9.1,33.2,3.0,30.8,2.8,14.8,18.3,11.2,195.0,123.0,72.0,0.262956,0.257096,0.780919,0.219081,0.31831,0.291317,0.24359,0.370968,0.224,0.355556,0.705882,0.317829,0.373239,0.230769,0.388889,0.254545,0.291667,0.555556,0.330827,0.214724,0.255411,0.589147,0.707224,0.68,0.594828
85307,13290,78540,86.1,13.9,9230,13.6,64.5,60.5,16.3,22.4,4.2,10.5,3.5,4.4,20.5,7.5,28.0,2.3,30.8,2.0,13.8,18.8,9.7,88.0,58.0,30.0,0.128459,0.230969,0.54417,0.45583,0.138028,0.134454,0.096154,0.354839,0.08,0.144444,0.637255,0.193798,0.190141,0.096154,0.388889,0.109091,0.25,0.584795,0.218045,0.303681,0.116883,0.565891,0.30038,0.308571,0.232759
85308,65159,95512,91.8,8.2,63876,8.2,67.9,66.7,21.5,26.3,6.3,10.1,4.6,5.2,20.2,8.0,32.7,2.6,29.1,2.4,12.1,16.5,9.7,272.0,176.0,96.0,0.740086,0.356941,0.745583,0.254417,0.284507,0.243697,0.230769,0.290323,0.168,0.233333,0.607843,0.232558,0.355634,0.153846,0.283951,0.181818,0.179167,0.450292,0.218045,0.138037,0.264069,0.726098,1.0,0.982857,0.801724
85310,19612,117095,94.3,5.7,19007,7.2,68.1,68.7,21.6,26.1,6.3,10.0,4.4,5.0,20.1,7.8,32.9,2.5,29.4,2.3,11.5,16.0,9.5,102.0,67.0,35.0,0.203007,0.517138,0.833922,0.166078,0.287324,0.238095,0.230769,0.274194,0.152,0.211111,0.598039,0.217054,0.362676,0.134615,0.302469,0.163636,0.154167,0.421053,0.203008,0.107362,0.272727,0.777778,0.353612,0.36,0.275862
85321,4313,52127,91.4,8.6,4435,16.9,71.8,47.7,34.4,41.4,9.1,11.8,10.6,11.4,23.6,16.6,40.4,5.3,37.4,5.5,28.1,19.2,18.3,41.0,28.0,13.0,0.022605,0.034922,0.731449,0.268551,0.647887,0.666667,0.410256,0.564516,0.648,0.922222,0.941176,0.899225,0.626761,0.673077,0.796296,0.745455,0.845833,0.608187,0.864662,0.404908,0.4329,0.235142,0.121673,0.137143,0.086207
85323,46604,79903,85.7,14.3,39507,23.5,64.1,50.9,16.9,24.9,3.9,10.8,4.4,5.3,20.2,10.5,29.2,2.9,35.1,2.5,20.7,20.1,12.4,166.0,98.0,68.0,0.52129,0.241086,0.530035,0.469965,0.15493,0.204482,0.076923,0.403226,0.152,0.244444,0.607843,0.426357,0.232394,0.211538,0.654321,0.2,0.5375,0.660819,0.421053,0.607362,0.099567,0.317829,0.596958,0.537143,0.560345
85326,73912,91444,89.4,10.6,51705,18.2,64.1,55.5,17.9,25.1,4.5,10.2,4.3,5.3,20.1,8.8,30.0,2.6,33.7,2.3,16.8,18.8,11.2,179.0,110.0,69.0,0.843299,0.326747,0.660777,0.339223,0.183099,0.210084,0.115385,0.306452,0.144,0.244444,0.598039,0.294574,0.260563,0.153846,0.567901,0.163636,0.375,0.584795,0.330827,0.444785,0.099567,0.436693,0.646388,0.605714,0.568966
85331,31866,123710,94.7,5.3,26960,5.3,70.8,73.2,24.1,28.3,7.7,9.5,5.0,4.9,18.9,8.1,35.4,2.8,28.3,2.4,10.3,13.8,9.0,132.0,79.0,53.0,0.347503,0.566237,0.848057,0.151943,0.357746,0.29972,0.320513,0.193548,0.2,0.2,0.480392,0.24031,0.450704,0.192308,0.234568,0.181818,0.104167,0.292398,0.165414,0.04908,0.38961,0.894057,0.467681,0.428571,0.431034
85335,35823,74764,87.0,13.0,31787,19.7,64.6,53.9,18.0,24.9,4.5,10.7,4.4,5.4,20.9,9.4,29.7,2.7,34.1,2.4,18.1,19.8,11.7,130.0,83.0,47.0,0.394163,0.202942,0.575972,0.424028,0.185915,0.204482,0.115385,0.387097,0.152,0.255556,0.676471,0.341085,0.25,0.173077,0.592593,0.181818,0.429167,0.643275,0.368421,0.490798,0.121212,0.395349,0.460076,0.451429,0.37931
85337,2396,49260,70.7,29.3,2793,29.3,66.0,40.4,23.8,33.6,5.1,12.0,7.7,9.4,21.8,16.6,35.5,4.1,40.6,4.2,30.8,22.7,18.1,13.0,6.0,7.0,0.0,0.013642,0.0,1.0,0.349296,0.448179,0.153846,0.596774,0.416,0.7,0.764706,0.899225,0.454225,0.442308,0.993827,0.509091,0.958333,0.812865,0.849624,0.785276,0.181818,0.046512,0.015209,0.011429,0.034483
85338,64448,99345,91.3,8.7,41115,12.0,65.9,63.8,18.0,23.7,4.9,10.0,3.8,4.4,19.7,7.7,29.6,2.4,31.1,2.1,12.8,17.1,9.5,153.0,96.0,57.0,0.731702,0.385391,0.727915,0.272085,0.185915,0.170868,0.141026,0.274194,0.104,0.144444,0.558824,0.209302,0.246479,0.115385,0.407407,0.127273,0.208333,0.48538,0.203008,0.254601,0.177489,0.651163,0.547529,0.525714,0.465517
85339,53972,104023,88.3,11.7,35586,15.6,65.4,57.1,16.5,24.1,4.0,10.7,3.6,4.6,19.4,8.7,28.1,2.5,33.1,2.2,15.9,18.8,10.5,153.0,61.0,92.0,0.608172,0.420113,0.621908,0.378092,0.143662,0.182073,0.083333,0.387097,0.088,0.166667,0.529412,0.286822,0.193662,0.134615,0.530864,0.145455,0.3375,0.584795,0.278195,0.365031,0.155844,0.478036,0.547529,0.325714,0.767241
85340,38873,117193,92.7,7.3,26262,10.6,67.6,65.6,20.0,25.6,5.9,9.9,4.3,4.7,19.2,8.1,31.6,2.6,30.0,2.3,12.6,16.2,9.5,138.0,109.0,29.0,0.430128,0.517866,0.777385,0.222615,0.242254,0.22409,0.205128,0.258065,0.144,0.177778,0.509804,0.24031,0.316901,0.153846,0.339506,0.163636,0.2,0.432749,0.203008,0.211656,0.251082,0.697674,0.490494,0.6,0.224138
85345,61822,64563,86.6,13.4,56208,14.1,68.0,59.1,22.9,28.9,6.4,10.6,5.6,6.5,20.5,10.2,33.6,3.2,32.3,3.0,16.8,18.1,11.9,154.0,101.0,53.0,0.700737,0.127227,0.561837,0.438163,0.323944,0.316527,0.237179,0.370968,0.248,0.377778,0.637255,0.403101,0.387324,0.269231,0.481481,0.290909,0.375,0.54386,0.383459,0.319018,0.268398,0.529716,0.551331,0.554286,0.431034
85351,27562,50812,97.8,2.2,27789,6.4,84.5,66.6,46.9,53.3,17.9,9.0,15.0,12.1,15.0,17.5,51.0,7.0,26.7,6.9,20.5,10.4,15.5,187.0,96.0,91.0,0.296751,0.025162,0.957597,0.042403,1.0,1.0,0.974359,0.112903,1.0,1.0,0.098039,0.968992,1.0,1.0,0.135802,1.0,0.529167,0.093567,0.654135,0.082822,0.982684,0.723514,0.676806,0.525714,0.758621
85353,44995,88867,83.3,16.7,31011,22.7,63.5,54.0,14.9,22.2,3.6,10.3,3.6,4.1,19.2,8.8,27.5,2.5,33.7,2.1,17.7,19.0,10.8,152.0,102.0,50.0,0.502317,0.30762,0.44523,0.55477,0.098592,0.128852,0.057692,0.322581,0.088,0.111111,0.509804,0.294574,0.172535,0.134615,0.567901,0.127273,0.4125,0.596491,0.300752,0.582822,0.073593,0.397933,0.543726,0.56,0.405172
85354,7731,64596,80.8,19.2,6645,16.1,66.9,55.7,23.9,30.1,6.1,10.8,6.0,7.5,21.4,10.9,35.0,3.2,34.5,3.1,18.9,18.9,13.3,25.0,22.0,3.0,0.062909,0.127472,0.35689,0.64311,0.352113,0.35014,0.217949,0.403226,0.28,0.488889,0.72549,0.457364,0.43662,0.269231,0.617284,0.309091,0.4625,0.590643,0.488722,0.380368,0.220779,0.44186,0.060837,0.102857,0.0
85355,13341,115401,89.6,10.4,8745,9.9,66.5,65.0,19.7,24.9,5.4,10.2,4.1,4.8,20.6,7.7,30.9,2.5,31.0,2.2,12.3,17.2,9.7,71.0,49.0,22.0,0.129061,0.504565,0.667845,0.332155,0.233803,0.204482,0.173077,0.306452,0.128,0.188889,0.647059,0.209302,0.292254,0.134615,0.401235,0.145455,0.1875,0.491228,0.218045,0.190184,0.203463,0.682171,0.235741,0.257143,0.163793
85361,8107,76056,86.5,13.5,6700,11.6,68.2,61.6,24.2,29.6,6.6,10.4,5.7,6.8,20.8,10.0,35.1,3.1,32.5,2.9,15.8,17.4,11.9,25.0,21.0,4.0,0.067343,0.212532,0.558304,0.441696,0.360563,0.336134,0.25,0.33871,0.256,0.411111,0.666667,0.387597,0.440141,0.25,0.493827,0.272727,0.333333,0.502924,0.383459,0.242331,0.277056,0.594315,0.060837,0.097143,0.008621
85363,6985,68472,91.2,8.8,6156,17.9,69.6,52.7,27.7,34.6,8.1,10.8,8.4,9.2,20.5,13.0,37.0,4.3,33.2,4.4,22.1,18.5,14.8,79.0,40.0,39.0,0.054112,0.156241,0.724382,0.275618,0.459155,0.47619,0.346154,0.403226,0.472,0.677778,0.637255,0.620155,0.507042,0.480769,0.537037,0.545455,0.595833,0.567251,0.601504,0.435583,0.337662,0.364341,0.26616,0.205714,0.310345
